 6
-1 -1 -10 2996
-1 -1 -11 1650
-1 -1 -12 3421
-1 -1 -13 1295
-1 -1 -14 808
-1 -1 -15 865
-1 -1 -16 774
-1 -1 -17 641
-1 -1 -18 448
-1 -1 -19 587
-1 -1 -1 216488
-1 -1 -20 317
-1 -1 -21 308
-1 -1 -22 288
-1 -1 -23 197
-1 -1 -24 214
-1 -1 -25 116
-1 -1 -26 81
-1 -1 -27 105
-1 -1 -28 82
-1 -1 -29 83
-1 -1 -2 59391
-1 -1 -30 42
-1 -1 -31 35
-1 -1 -32 20
-1 -1 -33 7
-1 -1 -34 14
-1 -1 -35 17
-1 -1 -36 4
-1 -1 -37 9
-1 -1 -39 6
-1 -1 -3 23979
-1 -1 -40 4
-1 -1 -41 3
-1 -1 -4 11335
-1 -1 -5 7075
-1 -1 -66 5
-1 -1 -6 5458
-1 -1 -7 6445
-1 -1 -8 3597
-1 -1 -9 3026
-1 -1 0 55503
-1 -1 10 2693
-1 -1 11 2225
-1 -1 12 5089
-1 -1 13 990
-1 -1 14 952
-1 -1 15 770
-1 -1 16 548
-1 -1 17 509
-1 -1 18 375
-1 -1 19 404
-1 -1 1 85607
-1 -1 20 1165
-1 -1 21 359
-1 -1 22 134
-1 -1 23 121
-1 -1 24 228
-1 -1 25 151
-1 -1 26 74
-1 -1 27 41
-1 -1 28 79
-1 -1 29 36
-1 -1 2 23610
-1 -1 30 15
-1 -1 31 25
-1 -1 32 15
-1 -1 33 13
-1 -1 34 10
-1 -1 35 15
-1 -1 36 9
-1 -1 39 6
-1 -1 3 15933
-1 -1 41 7
-1 -1 42 3
-1 -1 43 3
-1 -1 4 10503
-1 -1 5 12045
-1 -1 6 7418
-1 -1 7 5977
-1 -1 8 5466
-1 -1 9 5478
-1 -10 -11 7
-1 -10 -12 71
-1 -10 -13 3
-1 -10 -15 8
-1 -10 -17 3
-1 -10 -1 577
-1 -10 -2 391
-1 -10 -3 91
-1 -10 -4 63
-1 -10 -5 67
-1 -10 -6 45
-1 -10 -7 141
-1 -10 -8 9
-1 -10 -9 10
-1 -10 0 1308
-1 -10 10 998
-1 -10 11 547
-1 -10 12 1023
-1 -10 13 122
-1 -10 14 60
-1 -10 15 40
-1 -10 16 38
-1 -10 17 16
-1 -10 18 11
-1 -10 19 25
-1 -10 1 1325
-1 -10 20 6
-1 -10 21 6
-1 -10 24 11
-1 -10 26 3
-1 -10 2 761
-1 -10 3 1540
-1 -10 41 6
-1 -10 45 3
-1 -10 4 985
-1 -10 5 792
-1 -10 6 701
-1 -10 7 754
-1 -10 8 1030
-1 -10 9 1646
-1 -11 -10 78
-1 -11 -11 7
-1 -11 -12 262
-1 -11 -13 21
-1 -11 -15 29
-1 -11 -16 3
-1 -11 -17 25
-1 -11 -19 9
-1 -11 -1 3401
-1 -11 -21 3
-1 -11 -22 3
-1 -11 -24 18
-1 -11 -27 3
-1 -11 -29 6
-1 -11 -2 433
-1 -11 -3 655
-1 -11 -4 119
-1 -11 -5 393
-1 -11 -6 107
-1 -11 -7 215
-1 -11 -8 130
-1 -11 -9 30
-1 -11 0 3760
-1 -11 10 1206
-1 -11 11 2325
-1 -11 12 8530
-1 -11 13 131
-1 -11 14 619
-1 -11 15 61
-1 -11 16 223
-1 -11 17 93
-1 -11 18 22
-1 -11 19 83
-1 -11 1 600
-1 -11 20 8
-1 -11 21 46
-1 -11 22 20
-1 -11 23 36
-1 -11 24 43
-1 -11 25 16
-1 -11 26 11
-1 -11 27 11
-1 -11 28 14
-1 -11 29 5
-1 -11 2 3057
-1 -11 31 3
-1 -11 34 3
-1 -11 36 8
-1 -11 3 1545
-1 -11 4 5120
-1 -11 5 1986
-1 -11 6 1492
-1 -11 7 2997
-1 -11 8 653
-1 -11 9 5136
-1 -12 -10 21
-1 -12 -11 54
-1 -12 -12 468
-1 -12 -13 13
-1 -12 -14 22
-1 -12 -15 7
-1 -12 -16 99
-1 -12 -17 3
-1 -12 -18 5
-1 -12 -19 7
-1 -12 -1 1308
-1 -12 -21 12
-1 -12 -23 3
-1 -12 -24 5
-1 -12 -28 3
-1 -12 -2 2390
-1 -12 -3 320
-1 -12 -4 991
-1 -12 -5 202
-1 -12 -6 122
-1 -12 -7 625
-1 -12 -8 61
-1 -12 -9 211
-1 -12 0 5802
-1 -12 10 4142
-1 -12 11 1134
-1 -12 12 8604
-1 -12 13 2536
-1 -12 14 405
-1 -12 15 1014
-1 -12 16 218
-1 -12 17 497
-1 -12 18 93
-1 -12 19 171
-1 -12 1 4859
-1 -12 20 169
-1 -12 21 31
-1 -12 22 77
-1 -12 23 16
-1 -12 24 214
-1 -12 25 37
-1 -12 26 25
-1 -12 27 35
-1 -12 28 17
-1 -12 29 16
-1 -12 2 1512
-1 -12 30 3
-1 -12 31 3
-1 -12 32 14
-1 -12 34 9
-1 -12 35 8
-1 -12 36 6
-1 -12 37 11
-1 -12 3 4826
-1 -12 41 3
-1 -12 46 4
-1 -12 4 1850
-1 -12 5 5641
-1 -12 6 1532
-1 -12 7 2125
-1 -12 87 3
-1 -12 8 2961
-1 -12 9 1003
-1 -13 -10 6
-1 -13 -11 3
-1 -13 -12 14
-1 -13 -16 3
-1 -13 -18 3
-1 -13 -1 415
-1 -13 -2 108
-1 -13 -3 93
-1 -13 -4 6
-1 -13 -5 36
-1 -13 -6 12
-1 -13 -7 23
-1 -13 -8 16
-1 -13 -9 4
-1 -13 0 768
-1 -13 10 135
-1 -13 11 231
-1 -13 12 2224
-1 -13 13 452
-1 -13 14 352
-1 -13 15 25
-1 -13 16 38
-1 -13 17 23
-1 -13 18 3
-1 -13 19 3
-1 -13 1 640
-1 -13 22 3
-1 -13 2 509
-1 -13 35 6
-1 -13 3 414
-1 -13 4 534
-1 -13 5 285
-1 -13 6 219
-1 -13 7 359
-1 -13 8 105
-1 -13 9 271
-1 -14 -10 15
-1 -14 -12 56
-1 -14 -15 6
-1 -14 -16 13
-1 -14 -1 241
-1 -14 -2 751
-1 -14 -3 121
-1 -14 -4 119
-1 -14 -5 101
-1 -14 -6 17
-1 -14 -7 81
-1 -14 -9 36
-1 -14 0 1414
-1 -14 10 545
-1 -14 11 104
-1 -14 12 4885
-1 -14 13 198
-1 -14 14 643
-1 -14 15 926
-1 -14 16 27
-1 -14 17 193
-1 -14 18 3
-1 -14 19 97
-1 -14 1 272
-1 -14 20 26
-1 -14 21 3
-1 -14 22 3
-1 -14 24 20
-1 -14 26 3
-1 -14 27 14
-1 -14 2 1413
-1 -14 31 4
-1 -14 3 2064
-1 -14 4 318
-1 -14 5 807
-1 -14 6 341
-1 -14 7 1552
-1 -14 8 363
-1 -14 9 334
-1 -15 -10 3
-1 -15 -12 27
-1 -15 -13 3
-1 -15 -16 11
-1 -15 -18 16
-1 -15 -1 241
-1 -15 -2 68
-1 -15 -3 60
-1 -15 -4 64
-1 -15 -5 18
-1 -15 -6 16
-1 -15 -7 29
-1 -15 -9 12
-1 -15 0 607
-1 -15 10 73
-1 -15 11 42
-1 -15 12 648
-1 -15 13 203
-1 -15 14 184
-1 -15 15 134
-1 -15 16 308
-1 -15 17 46
-1 -15 18 58
-1 -15 19 33
-1 -15 1 386
-1 -15 20 6
-1 -15 21 7
-1 -15 24 15
-1 -15 25 10
-1 -15 27 14
-1 -15 28 3
-1 -15 2 195
-1 -15 31 3
-1 -15 3 689
-1 -15 4 376
-1 -15 5 164
-1 -15 6 219
-1 -15 7 355
-1 -15 8 283
-1 -15 9 141
-1 -16 -12 297
-1 -16 -14 11
-1 -16 -15 15
-1 -16 -17 3
-1 -16 -19 5
-1 -16 -1 538
-1 -16 -2 318
-1 -16 -3 343
-1 -16 -4 31
-1 -16 -5 288
-1 -16 -6 4
-1 -16 -7 147
-1 -16 -8 27
-1 -16 -9 6
-1 -16 0 2460
-1 -16 10 467
-1 -16 11 95
-1 -16 12 3370
-1 -16 13 77
-1 -16 14 1881
-1 -16 15 234
-1 -16 16 953
-1 -16 17 1392
-1 -16 18 18
-1 -16 19 989
-1 -16 1 300
-1 -16 20 7
-1 -16 21 192
-1 -16 22 95
-1 -16 23 13
-1 -16 24 232
-1 -16 25 3
-1 -16 26 26
-1 -16 28 20
-1 -16 29 21
-1 -16 2 1445
-1 -16 31 32
-1 -16 34 9
-1 -16 36 6
-1 -16 3 357
-1 -16 41 8
-1 -16 4 2721
-1 -16 5 1194
-1 -16 6 119
-1 -16 7 2740
-1 -16 8 253
-1 -16 9 863
-1 -17 -12 7
-1 -17 -19 4
-1 -17 -1 58
-1 -17 -21 4
-1 -17 -2 94
-1 -17 -3 46
-1 -17 -4 60
-1 -17 -5 3
-1 -17 -6 15
-1 -17 -7 7
-1 -17 -8 3
-1 -17 -9 3
-1 -17 0 525
-1 -17 10 79
-1 -17 11 4
-1 -17 12 478
-1 -17 13 74
-1 -17 14 32
-1 -17 15 543
-1 -17 16 109
-1 -17 17 102
-1 -17 18 189
-1 -17 19 13
-1 -17 1 367
-1 -17 20 42
-1 -17 21 7
-1 -17 22 10
-1 -17 24 3
-1 -17 2 134
-1 -17 30 4
-1 -17 3 565
-1 -17 4 92
-1 -17 5 320
-1 -17 6 175
-1 -17 7 260
-1 -17 8 204
-1 -17 9 98
-1 -18 -10 32
-1 -18 -12 7
-1 -18 -15 3
-1 -18 -19 9
-1 -18 -1 211
-1 -18 -22 4
-1 -18 -24 3
-1 -18 -2 34
-1 -18 -3 92
-1 -18 -4 7
