 4
-10 -46 3
-10 -48 9
-10 -4 18110
-10 -59 17
-10 -5 15648
-10 -6 6402
-10 -7 23493
-10 -8 7217
-10 -99 4
-10 -9 10523
-10 0 113405
-10 10 145800
-10 11 17137
-10 12 436254
-10 13 13428
-10 14 13273
-10 15 10694
-10 16 6683
-10 17 9501
-10 18 2401
-10 19 7029
-10 1 57982
-10 20 3300
-10 21 2865
-10 22 4816
-10 23 695
-10 24 4207
-10 25 1049
-10 26 1548
-10 27 1452
-10 28 1339
-10 29 1856
-10 2 75149
-10 30 407
-10 31 1495
-10 32 378
-10 33 509
-10 34 865
-10 35 47
-10 36 592
-10 37 103
-10 38 248
-10 39 167
-10 3 260545
-10 40 147
-10 41 206
-10 42 7
-10 43 98
-10 44 22
-10 45 16
-10 46 41
-10 48 29
-10 4 134442
-10 50 8
-10 53 8
-10 54 8
-10 58 6
-10 5 198744
-10 62 8
-10 65 3
-10 6 68068
-10 72 9
-10 7 142950
-10 8 161922
-10 9 149902
-100 0 9
-101 0 8
-101 3 8
-103 3 8
-103 4 8
-103 61 3
-104 29 7
-106 -7 8
-106 0 3
-106 12 8
-106 3 8
-108 4 5
-108 85 3
-11 -10 3364
-11 -11 1388
-11 -12 7391
-11 -13 2779
-11 -14 778
-11 -15 1917
-11 -16 1092
-11 -17 1549
-11 -18 654
-11 -19 716
-11 -1 28314
-11 -20 879
-11 -21 403
-11 -22 558
-11 -23 128
-11 -24 975
-11 -25 230
-11 -26 73
-11 -27 300
-11 -28 115
-11 -29 158
-11 -2 7022
-11 -30 68
-11 -31 85
-11 -32 107
-11 -33 30
-11 -34 59
-11 -35 12
-11 -36 53
-11 -37 10
-11 -38 3
-11 -39 12
-11 -3 12788
-11 -40 4
-11 -41 8
-11 -42 4
-11 -44 4
-11 -45 6
-11 -46 3
-11 -48 3
-11 -4 5499
-11 -50 4
-11 -5 8650
-11 -6 4248
-11 -7 5273
-11 -8 5376
-11 -9 2904
-11 0 56804
-11 10 18092
-11 11 59022
-11 12 412605
-11 13 14629
-11 14 11695
-11 15 3893
-11 16 6510
-11 17 2944
-11 18 2238
-11 19 3456
-11 1 19797
-11 20 1568
-11 21 2177
-11 22 771
-11 23 2023
-11 24 2343
-11 25 601
-11 26 1079
-11 27 718
-11 28 1069
-11 29 634
-11 2 50015
-11 30 405
-11 31 732
-11 32 266
-11 33 319
-11 34 111
-11 35 231
-11 36 304
-11 37 34
-11 38 130
-11 39 63
-11 3 59205
-11 40 89
-11 41 51
-11 42 15
-11 43 51
-11 44 6
-11 45 16
-11 46 11
-11 47 6
-11 48 6
-11 4 157107
-11 50 3
-11 52 4
-11 54 7
-11 55 7
-11 56 3
-11 59 3
-11 5 56475
-11 60 8
-11 61 6
-11 6 53637
-11 7 84984
-11 8 26208
-11 9 104349
-111 75 8
-111 82 4
-112 12 7
-118 24 8
-118 34 13
-118 65 8
-118 68 6
-12 -10 12870
-12 -11 5611
-12 -12 80719
-12 -13 4158
-12 -14 7812
-12 -15 11684
-12 -16 10148
-12 -17 7057
-12 -18 2656
-12 -19 8358
-12 -1 51006
-12 -20 4166
-12 -21 4051
-12 -22 2589
-12 -23 1086
-12 -24 8549
-12 -25 738
-12 -26 1496
-12 -27 1792
-12 -28 1790
-12 -29 1223
-12 -2 60099
-12 -30 462
-12 -31 1448
-12 -32 637
-12 -33 670
-12 -34 491
-12 -35 209
-12 -36 999
-12 -37 109
-12 -38 276
-12 -39 195
-12 -3 54023
-12 -40 247
-12 -41 132
-12 -42 37
-12 -43 140
-12 -44 50
-12 -45 36
-12 -46 12
-12 -47 13
-12 -48 45
-12 -49 18
-12 -4 40122
-12 -50 3
-12 -51 9
-12 -53 3
-12 -55 17
-12 -5 39857
-12 -63 3
-12 -6 11913
-12 -7 48224
-12 -8 21998
-12 -9 22333
-12 0 384980
-12 10 158183
-12 11 93697
-12 12 1412190
-12 13 72050
-12 14 96030
-12 15 51001
-12 16 48694
-12 17 49844
-12 18 10796
-12 19 40162
-12 1 66463
-12 20 15612
-12 21 21018
-12 22 15826
-12 23 7862
-12 24 41892
-12 25 5796
-12 26 12096
-12 27 8961
-12 28 13644
-12 29 11902
-12 2 159622
-12 30 3235
-12 31 11423
-12 32 3950
-12 33 5820
-12 34 3857
-12 35 2077
-12 36 8536
-12 37 1209
-12 38 2514
-12 39 1677
-12 3 323062
-12 40 2415
-12 41 2029
-12 42 514
-12 43 1667
-12 44 517
-12 45 611
-12 46 471
-12 47 193
-12 48 797
-12 49 60
-12 4 361409
-12 50 223
-12 51 75
-12 52 117
-12 53 67
-12 54 6
-12 55 37
-12 56 7
-12 57 24
-12 58 3
-12 59 19
-12 5 422470
-12 60 25
-12 62 3
-12 65 3
-12 67 12
-12 68 3
-12 6 103514
-12 70 15
-12 72 10
-12 73 3
-12 74 7
-12 7 328017
-12 87 9
-12 8 168423
-12 98 19
-12 9 194554
-123 32 4
-124 0 8
-125 10 8
-125 26 6
-125 4 8
-125 5 6
-13 -10 975
-13 -11 2594
-13 -12 4567
-13 -13 585
-13 -14 1203
-13 -15 930
-13 -16 1236
-13 -17 490
-13 -18 459
-13 -19 596
-13 -1 8189
-13 -20 261
-13 -21 364
-13 -22 109
-13 -23 264
-13 -24 424
-13 -25 69
-13 -26 143
-13 -27 94
-13 -28 197
-13 -29 32
-13 -2 12247
-13 -30 50
-13 -31 27
-13 -32 28
-13 -33 27
-13 -34 18
-13 -35 41
-13 -36 32
-13 -39 3
-13 -3 4969
-13 -40 14
-13 -43 3
-13 -44 15
-13 -45 3
-13 -4 7567
-13 -50 6
-13 -52 6
-13 -56 6
-13 -59 5
-13 -5 3273
-13 -6 2741
-13 -7 4223
-13 -8 2062
-13 -9 2756
-13 0 35151
-13 10 16308
-13 11 16783
-13 12 376542
-13 13 45261
-13 14 8757
-13 15 10561
-13 16 3904
-13 17 4184
-13 18 2372
-13 19 2160
-13 1 34379
-13 20 2483
-13 21 1398
-13 22 1561
-13 23 730
-13 24 1786
-13 25 1609
-13 26 557
-13 27 782
-13 28 764
-13 29 622
-13 2 12628
-13 30 453
-13 31 524
-13 32 384
-13 33 278
-13 34 220
-13 35 133
-13 36 240
-13 37 167
-13 38 53
-13 39 76
-13 3 62386
-13 40 94
-13 41 55
-13 42 22
-13 43 34
-13 44 24
-13 45 9
-13 46 17
-13 48 4
-13 49 10
-13 4 33706
-13 50 8
-13 52 5
-13 53 3
-13 5 44160
-13 6 32240
-13 70 6
-13 7 28927
-13 8 42999
-13 9 19599
-14 -10 4359
-14 -11 697
-14 -12 8958
-14 -13 1144
-14 -14 1743
-14 -15 1886
-14 -16 804
-14 -17 1364
-14 -18 436
-14 -19 1003
-14 -1 16524
-14 -20 491
-14 -21 311
-14 -22 592
-14 -23 18
-14 -24 892
-14 -25 66
-14 -26 204
-14 -27 194
-14 -28 69
-14 -29 164
-14 -2 15849
-14 -30 28
-14 -31 116
-14 -32 40
-14 -33 17
-14 -34 70
-14 -35 6
-14 -36 67
-14 -37 4
-14 -38 17
-14 -39 20
-14 -3 13700
-14 -40 11
-14 -41 16
-14 -45 3
-14 -48 3
-14 -4 4610
-14 -5 9070
-14 -6 2897
-14 -7 6781
-14 -8 3531
-14 -9 2496
-14 0 56842
-14 10 20529
-14 11 14868
-14 12 462305
-14 13 15237
-14 14 49640
-14 15 15003
-14 16 17584
-14 17 8672
-14 18 3118
-14 19 7594
-14 1 7714
-14 20 1676
-14 21 4501
-14 22 2454
-14 23 1882
-14 24 4375
-14 25 579
-14 26 3378
-14 27 1051
-14 28 1823
-14 29 1289
-14 2 56151
-14 30 520
-14 31 1464
-14 32 273
-14 33 750
-14 34 401
-14 35 326
-14 36 598
-14 37 32
-14 38 533
-14 39 49
-14 3 50524
-14 40 160
-14 41 99
-14 42 58
-14 43 136
-14 44 11
-14 45 53
-14 46 26
-14 47 9
-14 48 20
-14 4 74814
-14 50 44
-14 51 7
-14 52 13
-14 53 3
-14 55 14
-14 57 13
-14 59 17
-14 5 60880
-14 60 8
-14 62 13
-14 64 6
-14 66 8
-14 67 11
-14 69 3
-14 6 29260
-14 70 4
-14 71 4
-14 79 5
-14 7 98496
-14 8 19130
-14 90 10
-14 9 55617
-15 -10 1425
-15 -11 1566
-15 -12 11181
-15 -13 1056
-15 -14 1712
-15 -15 1424
-15 -16 3843
-15 -17 835
-15 -18 434
-15 -19 1071
-15 -1 6938
-15 -20 97
-15 -21 781
-15 -22 159
-15 -23 147
-15 -24 733
-15 -25 34
-15 -26 198
-15 -27 116
-15 -28 365
-15 -29 100
-15 -2 16512
-15 -30 21
-15 -31 72
-15 -32 11
-15 -33 72
-15 -34 11
-15 -35 5
-15 -36 26
-15 -37 3
-15 -38 8
-15 -3 8522
-15 -40 30
-15 -41 7
-15 -42 3
-15 -43 3
-15 -45 5
-15 -4 17960
-15 -50 8
-15 -52 6
-15 -55 7
-15 -5 6916
-15 -63 4
-15 -6 3983
-15 -7 7512
-15 -8 1385
-15 -9 7271
-15 0 47618
-15 10 17627
-15 11 6922
-15 12 182721
-15 13 21645
-15 14 26326
-15 15 32083
-15 16 8605
-15 17 23619
-15 18 8148
-15 19 11968
-15 1 19388
-15 20 11807
-15 21 4168
-15 22 6035
-15 23 1243
-15 24 7577
-15 25 2157
-15 26 2105
-15 27 6175
-15 28 935
-15 29 2757
-15 2 19907
-15 30 1388
-15 31 1936
-15 32 1724
-15 33 687
-15 34 993
-15 35 170
-15 36 1043
-15 37 188
-15 38 276
-15 39 672
-15 3 131337
-15 40 77
-15 41 260
-15 42 154
-15 43 167
-15 44 114
-15 45 55
-15 46 43
-15 48 60
-15 4 15171
-15 50 9
-15 51 24
-15 52 3
-15 53 8
-15 54 6
-15 5 33878
-15 60 8
-15 65 4
-15 6 26391
-15 73 3
-15 7 53898
-15 82 3
-15 86 7
-15 8 54557
-15 9 21392
-16 -10 1961
-16 -11 833
-16 -12 15924
-16 -13 956
-16 -14 690
-16 -15 1892
-16 -16 355
-16 -17 1068
-16 -18 204
-16 -19 421
-16 -1 13069
-16 -20 402
-16 -21 40
-16 -22 200
-16 -23 26
-16 -24 907
-16 -25 33
-16 -26 38
-16 -27 193
-16 -28 18
-16 -29 93
-16 -2 7385
-16 -30 25
-16 -31 32
-16 -32 18
-16 -33 14
-16 -34 30
-16 -35 3
-16 -36 47
-16 -37 8
-16 -38 3
-16 -39 18
-16 -3 11613
-16 -40 16
-16 -41 3
-16 -4 3002
-16 -50 3
-16 -5 10470
-16 -6 1962
-16 -7 4628
-16 -8 5343
-16 -9 1053
-16 0 51755
-16 10 15421
-16 11 9697
-16 12 153999
-16 13 6985
-16 14 28956
-16 15 6758
-16 16 29309
-16 17 19768
-16 18 7087
-16 19 21099
-16 1 8685
-16 20 2812
-16 21 10087
-16 22 3865
-16 23 3523
-16 24 10566
-16 25 1111
-16 26 3632
-16 27 782
-16 28 6604
-16 29 2119
-16 2 24554
-16 30 1025
-16 31 3875
-16 32 475
-16 33 1837
-16 34 787
-16 35 693
-16 36 1931
-16 37 99
-16 38 480
-16 39 59
-16 3 14249
-16 40 821
-16 41 183
-16 42 70
-16 43 395
-16 44 17
-16 45 126
-16 46 58
-16 47 37
-16 48 78
-16 49 10
-16 4 101764
-16 50 13
-16 52 26
-16 53 6
-16 54 5
-16 55 11
-16 57 5
-16 59 3
-16 5 22605
-16 62 20
-16 64 9
-16 6 14230
-16 7 89247
-16 80 3
-16 83 8
-16 84 10
-16 8 12714
-16 9 37767
-17 -10 1760
-17 -11 1262
-17 -12 8310
-17 -13 453
-17 -14 1313
-17 -15 1529
-17 -16 1150
-17 -17 625
-17 -18 144
-17 -19 1390
-17 -1 6350
-17 -20 124
-17 -21 265
-17 -22 156
-17 -23 58
-17 -24 549
-17 -25 16
-17 -26 68
-17 -27 107
-17 -28 107
-17 -29 34
-17 -2 12434
-17 -30 7
-17 -31 100
-17 -32 20
-17 -33 15
-17 -34 27
-17 -35 7
-17 -36 21
-17 -37 3
-17 -38 9
-17 -3 12177
-17 -40 19
-17 -41 8
-17 -42 3
-17 -43 12
-17 -44 3
-17 -45 8
-17 -49 5
-17 -4 8155
-17 -50 16
-17 -52 3
-17 -53 7
-17 -5 5188
-17 -6 1392
-17 -7 11982
-17 -8 1499
-17 -9 2664
-17 0 43503
-17 10 18227
-17 11 5147
-17 12 150903
-17 13 7347
-17 14 12502
-17 15 19285
-17 16 18484
-17 17 19569
-17 18 3879
-17 19 13676
-17 1 12451
-17 20 5253
-17 21 7038
-17 22 4620
-17 23 1373
-17 24 6143
-17 25 1208
-17 26 2391
-17 27 1876
-17 28 1407
-17 29 3138
-17 2 21951
-17 30 316
-17 31 1469
-17 32 597
-17 33 866
-17 34 599
-17 35 230
-17 36 922
-17 37 117
-17 38 337
-17 39 157
-17 3 42944
-17 40 91
-17 41 306
-17 42 14
-17 43 112
-17 44 38
-17 45 59
-17 46 58
-17 48 36
-17 4 26170
-17 50 21
-17 51 3
-17 52 3
-17 53 15
-17 55 3
-17 56 8
-17 57 8
-17 58 5
-17 5 65076
-17 60 11
-17 61 8
-17 65 6
-17 6 9568
-17 75 4
-17 7 61508
-17 82 3
-17 8 26262
-17 9 36068
-18 -10 1326
-18 -11 710
-18 -12 2984
-18 -13 560
-18 -14 309
-18 -15 609
-18 -16 724
-18 -17 230
-18 -18 165
-18 -19 86
-18 -1 5280
-18 -20 49
-18 -21 125
-18 -22 123
-18 -23 50
-18 -24 106
-18 -25 13
-18 -26 16
-18 -27 25
-18 -28 38
-18 -29 19
-18 -2 4804
-18 -30 12
-18 -31 11
-18 -32 4
-18 -33 5
-18 -34 13
-18 -35 4
-18 -3 5128
-18 -4 3943
-18 -5 2045
-18 -6 2491
-18 -7 1775
-18 -8 1029
-18 -9 1985
-18 0 17023
-18 10 4720
-18 11 4348
-18 12 42863
-18 13 4385
-18 14 4964
-18 15 6373
-18 16 6637
-18 17 5252
-18 18 9180
-18 19 5883
-18 1 8333
-18 20 4331
-18 21 3864
-18 22 1685
-18 23 1976
-18 24 1874
-18 25 943
-18 26 1089
-18 27 1532
-18 28 836
-18 29 580
-18 2 10187
-18 30 1037
-18 31 420
-18 32 373
-18 33 336
-18 34 156
-18 35 101
-18 36 185
-18 37 87
-18 38 105
-18 39 60
-18 3 25347
-18 40 44
-18 41 14
-18 42 49
-18 43 12
-18 44 7
-18 45 27
-18 46 3
-18 47 7
-18 48 3
-18 4 15870
-18 51 4
-18 53 14
-18 57 4
-18 5 6974
-18 6 18200
-18 7 12363
-18 8 10820
-18 9 12833
-19 -10 1683
-19 -11 485
-19 -12 9176
-19 -13 445
-19 -14 769
-19 -15 740
-19 -16 449
-19 -17 752
-19 -18 70
-19 -19 510
-19 -1 8648
-19 -20 305
-19 -21 198
-19 -22 150
-19 -23 19
-19 -24 532
-19 -25 8
-19 -26 50
-19 -27 66
-19 -28 11
-19 -29 52
-19 -2 9329
-19 -30 19
-19 -31 35
-19 -32 17
-19 -33 3
-19 -34 17
-19 -35 9
-19 -36 17
-19 -37 6
-19 -38 25
-19 -39 3
-19 -3 6447
-19 -40 6
-19 -41 3
-19 -4 3528
-19 -53 4
-19 -5 8100
-19 -6 1168
-19 -7 4797
-19 -8 3930
-19 -9 2664
-19 0 45328
-19 101 3
-19 10 14326
-19 11 5850
-19 12 164477
-19 13 3782
-19 14 11226
-19 15 9713
-19 16 16698
-19 17 18099
-19 18 5615
-19 19 22859
-19 1 6484
-19 20 6748
-19 21 11610
-19 22 6689
-19 23 2837
-19 24 13014
-19 25 998
-19 26 4581
-19 27 3263
-19 28 5962
-19 29 3690
-19 2 22406
-19 30 947
-19 31 4960
-19 32 613
-19 33 1589
-19 34 963
-19 35 502
-19 36 2018
-19 37 103
-19 38 627
-19 39 290
-19 3 35446
-19 40 756
-19 41 385
-19 42 68
-19 43 540
-19 44 29
-19 45 119
-19 46 42
-19 47 37
-19 48 130
-19 49 8
-19 4 51706
-19 50 23
-19 52 42
-19 55 24
-19 58 3
-19 59 5
-19 5 21720
-19 60 7
-19 62 6
-19 63 3
-19 6 6585
-19 70 13
-19 74 7
-19 75 8
-19 79 9
-19 7 81161
-19 8 10834
-19 94 3
-19 9 17871
-2 -10 89952
-2 -11 10982
-2 -12 111030
-2 -13 19035
-2 -14 28165
-2 -15 29267
-2 -16 10238
-2 -17 27967
-2 -18 7491
-2 -19 19091
-2 -1 2060741
-2 -20 11156
-2 -21 8135
-2 -22 13359
-2 -23 2082
-2 -24 14376
-2 -25 3398
-2 -26 5834
-2 -27 6156
-2 -28 2372
-2 -29 6245
-2 -2 2243102
-2 -30 1745
-2 -31 4189
-2 -32 2223
-2 -33 1750
-2 -34 2654
-2 -35 404
-2 -36 2678
-2 -37 685
-2 -38 1197
-2 -39 1170
-2 -3 599845
-2 -40 378
-2 -41 1232
-2 -42 317
-2 -43 762
-2 -44 375
-2 -45 281
-2 -46 449
-2 -47 21
-2 -48 287
-2 -49 92
-2 -4 151399
-2 -50 133
-2 -51 117
-2 -52 34
-2 -53 132
-2 -54 3
-2 -55 43
-2 -56 9
-2 -57 4
-2 -58 22
-2 -59 3
-2 -5 334494
-2 -60 3
-2 -61 4
-2 -62 12
-2 -63 3
-2 -65 4
-2 -67 10
-2 -6 67617
-2 -70 9
-2 -77 35
-2 -7 176999
-2 -86 6
-2 -8 104359
-2 -9 64650
-2 0 1208855
-2 10 62073
-2 11 34268
-2 12 159684
-2 13 8310
-2 14 36734
-2 15 13697
-2 16 17719
-2 17 15446
-2 18 5922
-2 19 16274
-2 1 120167
-2 20 6683
-2 21 9209
-2 22 5626
-2 23 4373
-2 24 8082
-2 25 1666
-2 26 6040
-2 27 2124
-2 28 2812
-2 29 3190
-2 2 1809538
-2 30 1078
-2 31 2958
-2 32 728
-2 33 1705
-2 34 1178
-2 35 645
-2 36 1263
-2 37 144
-2 38 1102
-2 39 357
-2 3 511989
-2 40 378
-2 41 535
-2 42 126
-2 43 491
-2 44 46
-2 45 281
-2 46 157
-2 47 56
-2 48 143
-2 49 36
-2 4 588319
-2 50 120
-2 51 27
-2 52 60
-2 53 36
-2 54 3
-2 55 33
-2 56 6
-2 57 13
-2 58 24
-2 59 27
-2 5 354594
-2 60 25
-2 62 3
-2 63 8
-2 64 8
-2 66 10
-2 67 6
-2 6 84050
-2 71 8
-2 72 9
-2 74 6
-2 75 3
-2 76 7
-2 77 13
-2 7 263492
-2 8 52934
-2 9 140699
-20 -10 557
-20 -11 779
-20 -12 3517
-20 -13 224
-20 -14 460
-20 -15 117
-20 -16 1429
-20 -17 125
-20 -18 80
-20 -19 334
-20 -1 4662
-20 -20 17
-20 -21 173
-20 -22 12
-20 -23 54
-20 -24 82
-20 -25 11
-20 -26 12
-20 -27 9
-20 -28 97
-20 -29 3
-20 -2 5816
-20 -31 21
-20 -33 38
-20 -35 15
-20 -37 4
-20 -38 14
-20 -3 2200
-20 -40 15
-20 -41 7
-20 -42 21
-20 -4 9815
-20 -54 9
-20 -5 2073
-20 -6 1079
-20 -7 3423
-20 -8 698
-20 -9 2394
-20 0 20817
-20 106 3
-20 10 6065
-20 11 2815
-20 12 49709
-20 13 5450
-20 14 2507
-20 15 9097
-20 16 2762
-20 17 6674
-20 18 5812
-20 19 8598
-20 1 12415
-20 20 13060
-20 21 3044
-20 22 6069
-20 23 1447
-20 24 5744
-20 25 2124
-20 26 781
-20 27 3373
-20 28 1025
-20 29 2002
-20 2 9110
-20 30 1120
-20 31 734
-20 32 2094
-20 33 279
-20 34 482
-20 35 346
-20 36 541
-20 37 213
-20 38 84
-20 39 371
-20 3 42495
-20 40 92
-20 41 119
-20 42 95
-20 43 54
-20 44 88
-20 45 15
-20 46 9
-20 47 3
-20 48 26
-20 49 47
-20 4 9042
-20 51 29
-20 53 8
-20 55 15
-20 56 3
-20 5 16080
-20 63 10
-20 6 7078
-20 7 11371
-20 80 8
-20 82 8
-20 87 3
-20 8 30702
-20 9 4293
-21 -10 1623
-21 -11 315
-21 -12 4247
-21 -13 308
-21 -14 324
-21 -15 839
-21 -16 104
-21 -17 314
-21 -18 104
-21 -19 485
-21 -1 5540
-21 -20 75
-21 -21 71
-21 -22 104
-21 -23 4
-21 -24 193
-21 -25 39
-21 -26 3
-21 -27 32
-21 -29 82
-21 -2 6678
-21 -30 11
-21 -31 21
-21 -34 10
-21 -36 28
-21 -39 6
-21 -3 8011
-21 -41 6
-21 -45 4
-21 -4 1688
-21 -53 3
-21 -5 2745
-21 -61 7
-21 -6 1454
-21 -7 5639
-21 -8 1877
-21 -9 1193
-21 0 23733
-21 10 5642
-21 11 3848
-21 12 66065
-21 13 2501
-21 14 8787
-21 15 3599
-21 16 7869
-21 17 7702
-21 18 4116
-21 19 14283
-21 1 4801
-21 20 3423
-21 21 12824
-21 22 6678
-21 23 4922
-21 24 8592
-21 25 851
-21 26 3181
-21 27 1416
-21 28 2714
-21 29 2260
-21 2 15174
-21 30 1037
-21 31 1786
-21 32 246
-21 33 1896
-21 34 479
-21 35 318
-21 36 802
-21 37 71
-21 38 296
-21 39 100
-21 3 18305
-21 40 231
-21 41 136
-21 42 36
-21 43 137
-21 44 6
-21 45 86
-21 46 8
-21 47 7
-21 48 19
-21 49 3
-21 4 28344
-21 50 3
-21 52 16
-21 55 12
-21 57 3
-21 58 3
-21 59 4
-21 5 24287
-21 60 4
-21 61 4
-21 64 6
-21 6 8804
-21 7 19359
-21 80 7
-21 89 3
-21 8 3485
-21 9 26016
-22 -10 442
-22 -11 334
-22 -12 2791
-22 -13 63
-22 -14 481
-22 -15 114
-22 -16 319
-22 -17 153
-22 -18 29
-22 -19 237
-22 -1 1926
-22 -20 14
-22 -21 91
-22 -22 33
-22 -23 7
-22 -24 178
-22 -25 8
-22 -26 61
-22 -28 18
-22 -29 22
-22 -2 6153
-22 -30 17
-22 -31 3
-22 -32 8
-22 -33 28
-22 -34 8
-22 -35 3
-22 -38 11
-22 -39 4
-22 -3 1778
-22 -40 16
-22 -43 8
-22 -45 16
-22 -48 3
-22 -4 2609
-22 -50 3
-22 -5 2212
-22 -6 637
-22 -7 2875
-22 -8 823
-22 -9 1277
-22 0 17599
-22 10 10083
-22 11 1596
-22 12 57009
-22 13 2701
-22 14 3759
-22 15 4683
-22 16 4057
-22 17 5333
-22 18 1798
-22 19 7820
-22 1 5950
-22 20 7200
-22 21 7622
-22 22 8153
-22 23 1222
-22 24 10271
-22 25 1454
-22 26 2180
-22 27 2262
-22 28 2607
-22 29 2712
-22 2 8328
-22 30 510
-22 31 2773
-22 32 827
-22 33 936
-22 34 1437
-22 35 225
-22 36 2163
-22 37 108
-22 38 360
-22 39 173
-22 3 21339
-22 40 482
-22 41 346
-22 42 31
-22 43 340
-22 44 80
-22 45 66
-22 46 115
-22 47 8
-22 48 41
-22 49 4
-22 4 11158
-22 50 6
-22 51 17
-22 52 3
-22 53 9
-22 55 3
-22 57 3
-22 58 23
-22 5 12526
-22 62 8
-22 63 16
-22 67 4
-22 69 3
-22 6 5166
-22 72 4
-22 7 18602
-22 86 3
-22 8 7217
-22 9 5257
-23 -10 344
-23 -11 93
-23 -12 1325
-23 -13 225
-23 -14 53
-23 -15 179
-23 -16 80
-23 -17 45
-23 -18 23
-23 -19 36
-23 -1 3774
-23 -20 31
-23 -21 22
-23 -22 7
-23 -24 40
-23 -25 14
-23 -26 15
-23 -29 21
-23 -2 1862
-23 -32 6
-23 -33 4
-23 -36 19
-23 -3 1748
-23 -40 3
-23 -4 893
-23 -5 1450
-23 -6 698
-23 -7 892
-23 -8 686
-23 -9 265
-23 0 10610
-23 10 1371
-23 11 3797
-23 12 32891
-23 13 1435
-23 14 2976
-23 15 1294
-23 16 3496
-23 17 1352
-23 18 1773
-23 19 2942
-23 1 2468
-23 20 1124
-23 21 4766
-23 22 1280
-23 23 4643
-23 24 5673
-23 25 1082
-23 26 1618
-23 27 554
-23 28 1266
-23 29 631
-23 2 6880
-23 30 331
-23 31 674
-23 32 198
-23 33 393
-23 34 69
-23 35 363
-23 36 242
-23 37 23
-23 38 108
-23 39 22
-23 3 6761
-23 40 83
-23 41 66
-23 42 15
-23 43 32
-23 44 12
-23 45 3
-23 46 4
-23 47 11
-23 48 7
-23 4 12282
-23 50 6
-23 52 3
-23 53 8
-23 55 8
-23 56 3
-23 5 5210
-23 67 4
-23 6 3690
-23 71 8
-23 73 8
-23 79 3
-23 7 14605
-23 8 2565
-23 9 5035
-24 -10 1004
-24 -11 380
-24 -12 7421
-24 -13 268
-24 -14 582
-24 -15 619
-24 -16 568
-24 -17 378
-24 -18 81
-24 -19 495
-24 -1 6329
-24 -20 153
-24 -21 154
-24 -22 78
-24 -23 32
-24 -24 580
-24 -25 32
-24 -26 47
-24 -27 86
-24 -28 41
-24 -29 63
-24 -2 5866
-24 -30 10
-24 -31 71
-24 -33 15
-24 -34 27
-24 -35 8
-24 -36 21
-24 -37 7
-24 -38 8
-24 -39 9
-24 -3 5897
-24 -40 8
-24 -44 3
-24 -46 9
-24 -47 3
-24 -48 20
-24 -4 4521
-24 -52 5
-24 -5 4429
-24 -69 4
